 (TID 5) 638374582471404173 +         0ms: Starting to acquire 1 new or existing node(s) to establish nodes from ID 2 to 2...
 (TID 66) 638374586980485502 +         0ms: Trying to connect to existing process MSBuild with id 4280 to establish node 2...
 (TID 66) 638374586980503138 +    1.7636ms: Attempting connect to PID 4280 with pipe MSBuild4280 with timeout 0 ms
 (TID 66) 638374586980503138 +         0ms: Writing handshake part 0 (16777228) to pipe MSBuild4280
 (TID 66) 638374586980503138 +         0ms: Writing handshake part 1 (-231540569) to pipe MSBuild4280
 (TID 66) 638374586980503138 +         0ms: Writing handshake part 2 (17) to pipe MSBuild4280
 (TID 66) 638374586980503138 +         0ms: Writing handshake part 3 (7) to pipe MSBuild4280
 (TID 66) 638374586980528617 +    2.5479ms: Writing handshake part 4 (2) to pipe MSBuild4280
 (TID 66) 638374586980528617 +         0ms: Writing handshake part 5 (37605) to pipe MSBuild4280
 (TID 66) 638374586980528617 +         0ms: Writing handshake part 6 (20) to pipe MSBuild4280
 (TID 66) 638374586980541675 +    1.3058ms: Reading handshake from pipe MSBuild4280
 (TID 66) 638374586980581753 +    4.0078ms: Successfully connected to pipe MSBuild4280...!
 (TID 66) 638374586980596465 +    1.4712ms: Successfully connected to existed node 2 which is PID 4280
 (TID 67) 638374591548555913 +    456796ms: Starting to acquire 1 new or existing node(s) to establish nodes from ID 2 to 2...
 (TID 67) 638374591548565917 +    1.0004ms: Building handshake for node type X64, NodeReuse, (version 1): options 16777228.
 (TID 67) 638374591548565917 +         0ms: Handshake salt is 
 (TID 67) 638374591548576092 +    1.0175ms: Tools directory root is C:\Program Files\Microsoft Visual Studio\2022\Community\MSBuild\Current\Bin
 (TID 67) 638374591548645967 +    6.9875ms: Attempting to connect to 1 existing processes 'MSBuild'...
 (TID 67) 638374591548655946 +    0.9979ms: Trying to connect to existing process MSBuild with id 4280 to establish node 2...
 (TID 67) 638374591548655946 +         0ms: Attempting connect to PID 4280 with pipe MSBuild4280 with timeout 0 ms
 (TID 67) 638374591548665938 +    0.9992ms: Writing handshake part 0 (16777228) to pipe MSBuild4280
 (TID 67) 638374591548665938 +         0ms: Writing handshake part 1 (-231540569) to pipe MSBuild4280
 (TID 67) 638374591548675972 +    1.0034ms: Writing handshake part 2 (17) to pipe MSBuild4280
 (TID 67) 638374591548685927 +    0.9955ms: Writing handshake part 3 (7) to pipe MSBuild4280
 (TID 67) 638374591548685927 +         0ms: Writing handshake part 4 (2) to pipe MSBuild4280
 (TID 67) 638374591548695927 +         1ms: Writing handshake part 5 (37605) to pipe MSBuild4280
 (TID 67) 638374591548695927 +         0ms: Writing handshake part 6 (20) to pipe MSBuild4280
 (TID 67) 638374591548705974 +    1.0047ms: Reading handshake from pipe MSBuild4280
 (TID 67) 638374591548757926 +    5.1952ms: Successfully connected to pipe MSBuild4280...!
 (TID 67) 638374591548767954 +    1.0028ms: Successfully connected to existed node 2 which is PID 4280
 (TID 113) 638374593943553900 +  239478.6ms: Starting to acquire 1 new or existing node(s) to establish nodes from ID 2 to 2...
 (TID 113) 638374593943579190 +     2.529ms: Building handshake for node type X64, NodeReuse, (version 1): options 16777228.
 (TID 113) 638374593943579190 +         0ms: Handshake salt is 
 (TID 113) 638374593943579190 +         0ms: Tools directory root is C:\Program Files\Microsoft Visual Studio\2022\Community\MSBuild\Current\Bin
 (TID 113) 638374593943579190 +         0ms: Attempting to connect to 1 existing processes 'MSBuild'...
 (TID 113) 638374593943579190 +         0ms: Trying to connect to existing process MSBuild with id 4280 to establish node 2...
 (TID 113) 638374593943579190 +         0ms: Attempting connect to PID 4280 with pipe MSBuild4280 with timeout 0 ms
 (TID 113) 638374593943579190 +         0ms: Writing handshake part 0 (16777228) to pipe MSBuild4280
 (TID 113) 638374593943579190 +         0ms: Writing handshake part 1 (-231540569) to pipe MSBuild4280
 (TID 113) 638374593943579190 +         0ms: Writing handshake part 2 (17) to pipe MSBuild4280
 (TID 113) 638374593943579190 +         0ms: Writing handshake part 3 (7) to pipe MSBuild4280
 (TID 113) 638374593943579190 +         0ms: Writing handshake part 4 (2) to pipe MSBuild4280
 (TID 113) 638374593943579190 +         0ms: Writing handshake part 5 (37605) to pipe MSBuild4280
 (TID 113) 638374593943579190 +         0ms: Writing handshake part 6 (20) to pipe MSBuild4280
 (TID 113) 638374593943579190 +         0ms: Reading handshake from pipe MSBuild4280
 (TID 113) 638374593943756049 +   17.6859ms: Successfully connected to pipe MSBuild4280...!
 (TID 113) 638374593943766111 +    1.0062ms: Successfully connected to existed node 2 which is PID 4280
 (TID 126) 638374598420090094 +  447632.4ms: Starting to acquire 1 new or existing node(s) to establish nodes from ID 2 to 2...
 (TID 126) 638374598420090094 +         0ms: Building handshake for node type X64, NodeReuse, (version 1): options 16777228.
 (TID 126) 638374598420100153 +    1.0059ms: Handshake salt is 
 (TID 126) 638374598420100153 +         0ms: Tools directory root is C:\Program Files\Microsoft Visual Studio\2022\Community\MSBuild\Current\Bin
 (TID 126) 638374598420174208 +    7.4055ms: Attempting to connect to 1 existing processes 'MSBuild'...
 (TID 126) 638374598420174208 +         0ms: Trying to connect to existing process MSBuild with id 4280 to establish node 2...
 (TID 126) 638374598420174208 +         0ms: Attempting connect to PID 4280 with pipe MSBuild4280 with timeout 0 ms
 (TID 126) 638374598420184157 +    0.9949ms: Writing handshake part 0 (16777228) to pipe MSBuild4280
 (TID 126) 638374598420184157 +         0ms: Writing handshake part 1 (-231540569) to pipe MSBuild4280
 (TID 126) 638374598420194016 +    0.9859ms: Writing handshake part 2 (17) to pipe MSBuild4280
 (TID 126) 638374598420194016 +         0ms: Writing handshake part 3 (7) to pipe MSBuild4280
 (TID 126) 638374598420194016 +         0ms: Writing handshake part 4 (2) to pipe MSBuild4280
 (TID 126) 638374598420204014 +    0.9998ms: Writing handshake part 5 (37605) to pipe MSBuild4280
 (TID 126) 638374598420207329 +    0.3315ms: Writing handshake part 6 (20) to pipe MSBuild4280
 (TID 126) 638374598420207329 +         0ms: Reading handshake from pipe MSBuild4280
 (TID 126) 638374598420207329 +         0ms: Successfully connected to pipe MSBuild4280...!
 (TID 126) 638374598420207329 +         0ms: Successfully connected to existed node 2 which is PID 4280
 (TID 74) 638374599569736982 +    114953ms: Starting to acquire 1 new or existing node(s) to establish nodes from ID 2 to 2...
 (TID 74) 638374599569736982 +         0ms: Building handshake for node type X64, NodeReuse, (version 1): options 16777228.
 (TID 74) 638374599569736982 +         0ms: Handshake salt is 
 (TID 74) 638374599569736982 +         0ms: Tools directory root is C:\Program Files\Microsoft Visual Studio\2022\Community\MSBuild\Current\Bin
 (TID 74) 638374599569893174 +   15.6192ms: Attempting to connect to 1 existing processes 'MSBuild'...
 (TID 74) 638374599569893174 +         0ms: Trying to connect to existing process MSBuild with id 4280 to establish node 2...
 (TID 74) 638374599569893174 +         0ms: Attempting connect to PID 4280 with pipe MSBuild4280 with timeout 0 ms
 (TID 74) 638374599569893174 +         0ms: Writing handshake part 0 (16777228) to pipe MSBuild4280
 (TID 74) 638374599569893174 +         0ms: Writing handshake part 1 (-231540569) to pipe MSBuild4280
 (TID 74) 638374599569893174 +         0ms: Writing handshake part 2 (17) to pipe MSBuild4280
 (TID 74) 638374599569893174 +         0ms: Writing handshake part 3 (7) to pipe MSBuild4280
 (TID 74) 638374599569893174 +         0ms: Writing handshake part 4 (2) to pipe MSBuild4280
 (TID 74) 638374599569893174 +         0ms: Writing handshake part 5 (37605) to pipe MSBuild4280
 (TID 74) 638374599569893174 +         0ms: Writing handshake part 6 (20) to pipe MSBuild4280
 (TID 74) 638374599569893174 +         0ms: Reading handshake from pipe MSBuild4280
 (TID 74) 638374599569893174 +         0ms: Successfully connected to pipe MSBuild4280...!
 (TID 74) 638374599569893174 +         0ms: Successfully connected to existed node 2 which is PID 4280
